0,1,2
<s>,keep,going
keep,going,bike
going,bike,<\s>
<s>,xxx,go
xxx,go,backwards
go,backwards,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,peter,<\s>
<s>,peter,peter
peter,peter,where
peter,where,would
where,would,be
would,be,a
be,a,good
a,good,place
good,place,to
place,to,put
to,put,those
put,those,things
those,things,if
things,if,we
if,we,were
we,were,gonna
were,gonna,keep
gonna,keep,them
keep,them,here
them,here,over
here,over,night
over,night,<\s>
<s>,where'd,you
where'd,you,get
you,get,the
get,the,shoes
the,shoes,pete
shoes,pete,<\s>
<s>,no,you're
no,you're,gonna
you're,gonna,eat
gonna,eat,dinner
eat,dinner,<\s>
<s>,don't,cry
don't,cry,<\s>
<s>,you,gonna
you,gonna,play
gonna,play,the
play,the,piano
the,piano,<\s>
<s>,that's,not
that's,not,ours
not,ours,that
ours,that,belongs
that,belongs,pat
belongs,pat,and
pat,and,lois
and,lois,<\s>
<s>,xxx,<\s>
<s>,i'm,gonna
i'm,gonna,be
gonna,be,back
be,back,peter
back,peter,i'm
peter,i'm,going
i'm,going,out
going,out,for
out,for,a
for,a,little
a,little,while
little,while,<\s>
<s>,peter,there's
peter,there's,nothing
there's,nothing,exciting
nothing,exciting,in
exciting,in,there
in,there,just
there,just,shampoo
just,shampoo,and
shampoo,and,soup
and,soup,for
soup,for,daddy
for,daddy,crunchy
daddy,crunchy,granola
crunchy,granola,<\s>
<s>,xxx,<\s>
<s>,you,want
you,want,one
want,one,<\s>
<s>,how,cookie
how,cookie,<\s>
<s>,well,there's
well,there's,nothing
there's,nothing,left
nothing,left,there
left,there,finally
there,finally,got
finally,got,rid
got,rid,of
rid,of,the
of,the,box
the,box,<\s>
<s>,peter,i
peter,i,don't
i,don't,think
don't,think,that's
think,that's,a
that's,a,very
a,very,good
very,good,idea
good,idea,<\s>
<s>,peter,do
peter,do,you
do,you,know
you,know,what
know,what,happened
what,happened,to
happened,to,the
to,the,egg
the,egg,<\s>
<s>,hm,<\s>
<s>,peter,it's
peter,it's,almost
it's,almost,time
almost,time,for
time,for,lunch
for,lunch,so
lunch,so,we
so,we,won't
we,won't,have
won't,have,a
have,a,cookie
a,cookie,right
cookie,right,now
right,now,okay
now,okay,<\s>
<s>,we'll,have
we'll,have,one
have,one,for
one,for,lunch
for,lunch,okay
lunch,okay,<\s>
<s>,peter,what's
peter,what's,this
what's,this,<\s>
<s>,what's,this
what's,this,<\s>
<s>,oh,i
oh,i,see
i,see,you
see,you,had
you,had,some
had,some,pretzels
some,pretzels,so
pretzels,so,we're
so,we're,not
we're,not,gonna
not,gonna,have
gonna,have,a
have,a,cookie
a,cookie,right
cookie,right,now
right,now,<\s>
<s>,no,<\s>
<s>,pete,why
pete,why,don't
why,don't,you
don't,you,help
you,help,em
help,em,put
em,put,the
put,the,toys
the,toys,away
toys,away,huh
away,huh,<\s>
<s>,wan,do
wan,do,that
do,that,<\s>
<s>,and,look
and,look,for
look,for,the
for,the,egg
the,egg,<\s>
<s>,it,must
it,must,be
must,be,around
be,around,here
around,here,somewhere
here,somewhere,<\s>
<s>,oh,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,it
there,it,is
it,is,what's
is,what's,that
what's,that,<\s>
<s>,a,baseball
a,baseball,<\s>
<s>,you,know
you,know,what
know,what,it
what,it,is
it,is,<\s>
<s>,yes,<\s>
<s>,we're,gonna
we're,gonna,have
gonna,have,lunch
have,lunch,what
lunch,what,d
what,d,you
d,you,want
you,want,for
want,for,lunch
for,lunch,<\s>
<s>,bologna,huh
bologna,huh,<\s>
<s>,well,<\s>
<s>,would,you
would,you,rather
you,rather,have
rather,have,a
have,a,hot
a,hot,dog
hot,dog,<\s>
<s>,okay,you
okay,you,haven't
you,haven't,had
haven't,had,that
had,that,in
that,in,a
in,a,long
a,long,time
long,time,<\s>
<s>,what,else
what,else,do
else,do,you
do,you,want
you,want,<\s>
<s>,cream,cheese
cream,cheese,<\s>
<s>,d,you
d,you,need
you,need,a
need,a,plate
a,plate,<\s>
<s>,okay,and
okay,and,a
and,a,knife
a,knife,<\s>
<s>,want,me
want,me,to
me,to,open
to,open,that
open,that,<\s>
<s>,okay,<\s>
<s>,d,you
d,you,want
you,want,me
want,me,to
me,to,cut
to,cut,it
cut,it,<\s>
<s>,i'll,put
i'll,put,some
put,some,cheese
some,cheese,in
cheese,in,here
in,here,okay
here,okay,<\s>
<s>,peter,what
peter,what,d
what,d,you
d,you,wan
you,wan,drink
wan,drink,<\s>
<s>,why,don't
why,don't,you
don't,you,turn
you,turn,this
turn,this,way
this,way,<\s>
<s>,see,and
see,and,go
and,go,like
go,like,this
like,this,can
this,can,you
can,you,do
you,do,that
do,that,<\s>
<s>,uh,what
uh,what,d
what,d,you
d,you,wan
you,wan,drink
wan,drink,<\s>
<s>,peter,what
peter,what,d
what,d,you
d,you,wan
you,wan,drink
wan,drink,<\s>
<s>,you,gonna
you,gonna,eat
gonna,eat,your
eat,your,bologna
your,bologna,<\s>
<s>,that's,her
that's,her,lunch
her,lunch,right
lunch,right,<\s>
<s>,how's,the
how's,the,bologna
the,bologna,<\s>
<s>,hm,<\s>
<s>,xxx,<\s>
<s>,your,apple
your,apple,juice
apple,juice,<\s>
<s>,i,put
i,put,some
put,some,milk
some,milk,in
milk,in,your
in,your,cup
your,cup,jennifer's
cup,jennifer's,about
jennifer's,about,to
about,to,fall
to,fall,asleep
fall,asleep,<\s>
<s>,peter,you
peter,you,tired
you,tired,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,what's,wrong
what's,wrong,with
wrong,with,that
with,that,<\s>
<s>,peter,where
peter,where,<\s>
<s>,are,you
are,you,in
you,in,your
in,your,home
your,home,<\s>
<s>,is,this
is,this,your
this,your,home
your,home,<\s>
<s>,peter's,home
peter's,home,and
home,and,who
and,who,else
who,else,lives
else,lives,here
lives,here,<\s>
<s>,is,this
is,this,jennifer's
this,jennifer's,home
jennifer's,home,<\s>
<s>,good,that's
good,that's,the
that's,the,right
the,right,idea
right,idea,<\s>
<s>,yeah,this
yeah,this,is
this,is,daddy's
is,daddy's,home
daddy's,home,too
home,too,<\s>
<s>,right,here
right,here,<\s>
<s>,you,gonna
you,gonna,say
gonna,say,good
say,good,bye
good,bye,to
bye,to,them
to,them,<\s>
<s>,peter,you've
peter,you've,got
you've,got,to
got,to,finish
to,finish,your
finish,your,lunch
your,lunch,you
lunch,you,sit
you,sit,down
sit,down,pete
down,pete,and
pete,and,then
and,then,we'll
then,we'll,have
we'll,have,a
have,a,cookie
a,cookie,for
cookie,for,dessert
for,dessert,okay
dessert,okay,<\s>
<s>,that's,not
that's,not,yours
not,yours,xxx
yours,xxx,<\s>
<s>,xxx,<\s>
<s>,hi,pete
hi,pete,<\s>
<s>,hi,<\s>
<s>,where'd,you
where'd,you,get
you,get,those
get,those,<\s>
<s>,in,the
in,the,drawer
the,drawer,<\s>
<s>,should,you
should,you,be
you,be,playing
be,playing,with
playing,with,scissors
with,scissors,<\s>
<s>,hm,<\s>
<s>,you're,not
you're,not,sposta
not,sposta,play
sposta,play,with
play,with,scissors
with,scissors,are
scissors,are,you
are,you,<\s>
<s>,this,isn't
this,isn't,paper
isn't,paper,<\s>
<s>,it's,a
it's,a,book
a,book,<\s>
<s>,yeah,<\s>
<s>,peter,are
peter,are,you
are,you,sposta
you,sposta,play
sposta,play,with
play,with,scissors
with,scissors,<\s>
<s>,why,don't
why,don't,you
don't,you,play
you,play,with
play,with,these
with,these,<\s>
<s>,these,are
these,are,these
are,these,are
these,are,much
are,much,nicer
much,nicer,<\s>
<s>,you,give
you,give,me
give,me,the
me,the,scissors
the,scissors,and
scissors,and,<\s>
<s>,give,me
give,me,the
me,the,scissors
the,scissors,please
scissors,please,<\s>
<s>,thank_you,very
thank_you,very,much
very,much,<\s>
<s>,bath,<\s>
<s>,you,talking
you,talking,about
talking,about,a
about,a,bath
a,bath,<\s>
<s>,okay,<\s>
<s>,wan,throw
wan,throw,it
throw,it,to
it,to,me
to,me,<\s>
<s>,the,barrel
the,barrel,<\s>
<s>,you,can't
you,can't,throw
can't,throw,the
throw,the,barrels
the,barrels,<\s>
<s>,where,d
where,d,you
d,you,wan
you,wan,play
wan,play,frisbee
play,frisbee,<\s>
<s>,over,there
over,there,<\s>
<s>,okay,<\s>
<s>,okay,<\s>
<s>,okay,<\s>
<s>,oh,yes
oh,yes,<\s>
<s>,who,should
who,should,get
should,get,it
get,it,<\s>
<s>,oh,<\s>
<s>,there,<\s>
<s>,shall,i
shall,i,throw
i,throw,it
throw,it,back
it,back,to
back,to,you
to,you,<\s>
<s>,didn't,go
didn't,go,to
go,to,you
to,you,<\s>
<s>,yyy,<\s>
<s>,shall,i
shall,i,wait
i,wait,<\s>
<s>,until,you
until,you,sit
you,sit,down
sit,down,<\s>
<s>,d,you
d,you,want
you,want,me
want,me,to
me,to,get
to,get,it
get,it,<\s>
<s>,okay,<\s>
<s>,d,you
d,you,want
you,want,me
want,me,to
me,to,wait
to,wait,til
wait,til,you
til,you,sit
you,sit,down
sit,down,<\s>
<s>,okay,<\s>
<s>,say,when
say,when,<\s>
<s>,it's,when
it's,when,down
when,down,there
down,there,<\s>
<s>,okay,<\s>
<s>,high,one
high,one,<\s>
<s>,good,<\s>
<s>,that,was
that,was,a
was,a,high
a,high,one
high,one,<\s>
<s>,okay,<\s>
<s>,try,and
try,and,hit
and,hit,the
hit,the,ceiling
the,ceiling,this
ceiling,this,time
this,time,<\s>
<s>,y,hit
y,hit,the
hit,the,ceiling
the,ceiling,<\s>
<s>,bill,and
bill,and,jack
and,jack,<\s>
<s>,how're,you
how're,you,going
you,going,peter
going,peter,<\s>
<s>,peter,how
peter,how,you
how,you,going
you,going,<\s>
<s>,how,you
how,you,gonna
you,gonna,get
gonna,get,there
get,there,<\s>
<s>,how,you
how,you,gonna
you,gonna,get
gonna,get,there
get,there,<\s>
<s>,right,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,not,today
not,today,<\s>
<s>,tomorrow,<\s>
<s>,that,was
that,was,a
was,a,good
a,good,one
good,one,<\s>
<s>,yeah,<\s>
<s>,who,tells
who,tells,you
tells,you,not
you,not,to
not,to,hit
to,hit,the
hit,the,window
the,window,<\s>
<s>,we'll,hafta
we'll,hafta,give
hafta,give,the
give,the,back
the,back,before
back,before,well
before,well,leave
well,leave,peter
leave,peter,eric
peter,eric,might
eric,might,miss
might,miss,it
miss,it,<\s>
<s>,xxx,<\s>
<s>,where's,the
where's,the,frisbee
the,frisbee,<\s>
<s>,what're,you
what're,you,trying
you,trying,to
trying,to,do
to,do,<\s>
<s>,it's,going
it's,going,backwards
going,backwards,<\s>
<s>,nine,to
nine,to,twelve
to,twelve,<\s>
<s>,two,of
two,of,us
of,us,had
us,had,interviews
had,interviews,and
interviews,and,well
and,well,were
well,were,the
were,the,one
the,one,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,jennifer,<\s>
<s>,xxx,<\s>
<s>,peter,what
peter,what,is
what,is,that
is,that,<\s>
<s>,jennifer,will
jennifer,will,come
will,come,too
come,too,<\s>
<s>,peter,you
peter,you,know
you,know,you
know,you,write
you,write,on
write,on,the
on,the,paper
the,paper,xxx
paper,xxx,<\s>
<s>,yeah,<\s>
<s>,yes,<\s>
<s>,okay,<\s>
<s>,what's,this
what's,this,<\s>
<s>,a,council
a,council,meeting
council,meeting,<\s>
<s>,peter's,gonna
peter's,gonna,go
gonna,go,to
go,to,sleep
to,sleep,<\s>
<s>,peter,is
peter,is,your
is,your,nose
your,nose,running
nose,running,<\s>
<s>,thank_you,<\s>
<s>,peter,aren't
peter,aren't,you
aren't,you,gonna
you,gonna,help
gonna,help,lois
help,lois,<\s>
<s>,don't,you
don't,you,think
you,think,it
think,it,would
it,would,be
would,be,nice
be,nice,to
nice,to,help
to,help,lois
help,lois,<\s>
<s>,after,all
after,all,you
all,you,were
you,were,the
were,the,one
the,one,who
one,who,messed
who,messed,everything
messed,everything,up
everything,up,<\s>
<s>,xxx,<\s>
<s>,two,seven
two,seven,<\s>
<s>,xxx,<\s>
<s>,let,me
let,me,see
me,see,if
see,if,it
if,it,smells
it,smells,like
smells,like,fertilizer
like,fertilizer,<\s>
<s>,peter,can
peter,can,you
can,you,get
you,get,all
get,all,the
all,the,pens
the,pens,together
pens,together,<\s>
<s>,peter,do
peter,do,you
do,you,hope
you,hope,they
hope,they,have
they,have,all
have,all,of
all,of,their
of,their,toys
their,toys,<\s>
<s>,where's,lois's
where's,lois's,pocketbook
lois's,pocketbook,<\s>
<s>,where's,lois's
where's,lois's,pocketbook
lois's,pocketbook,<\s>
<s>,that's,patsy's
that's,patsy's,<\s>
<s>,where's,the
where's,the,other
the,other,pocketbook
other,pocketbook,<\s>
<s>,no,<\s>
<s>,glue,<\s>
<s>,i,don't
i,don't,think
don't,think,that
think,that,pete
that,pete,we're
pete,we're,not
we're,not,gonna
not,gonna,mess
gonna,mess,with
mess,with,glue
with,glue,that'd
glue,that'd,be
that'd,be,pretty
be,pretty,messy
pretty,messy,<\s>
<s>,it's,hard
it's,hard,to
hard,to,think
to,think,early
think,early,in
early,in,the
in,the,morning
the,morning,<\s>
<s>,they're,not
they're,not,all
not,all,broken
all,broken,though
broken,though,are
though,are,they
are,they,<\s>
<s>,see,i
see,i,know
i,know,you
know,you,broke
you,broke,one
broke,one,of
one,of,them
of,them,<\s>
<s>,mhm,<\s>
<s>,are,you
are,you,taking
you,taking,a
taking,a,ride
a,ride,on
ride,on,jennifer
on,jennifer,<\s>
<s>,is,she
is,she,a
she,a,good
a,good,horse
good,horse,<\s>
<s>,he,didn't
he,didn't,eat
didn't,eat,much
eat,much,breakfast
much,breakfast,but
breakfast,but,i
but,i,don't
i,don't,think
don't,think,that's
think,that's,<\s>
<s>,peter,be
peter,be,careful
be,careful,be
careful,be,gentle
be,gentle,<\s>
<s>,peter,were
peter,were,you
were,you,happy
you,happy,when
happy,when,you
when,you,were
you,were,a
were,a,baby
a,baby,<\s>
<s>,what,d
what,d,you
d,you,think
you,think,that
think,that,is
that,is,<\s>
<s>,a,<\s>
<s>,bed,<\s>
<s>,he,forgot
he,forgot,<\s>
<s>,where,is
where,is,it
is,it,<\s>
<s>,what's,it
what's,it,on
it,on,top
on,top,of
top,of,<\s>
<s>,oh,<\s>
<s>,the,television
the,television,<\s>
<s>,you're,going
you're,going,on
going,on,the
on,the,turnpike
the,turnpike,<\s>
<s>,that's,a
that's,a,good
a,good,place
good,place,for
place,for,horses
for,horses,<\s>
<s>,a,good
a,good,ride
good,ride,<\s>
<s>,right,<\s>
<s>,do,you
do,you,wanna
you,wanna,answer
wanna,answer,the
answer,the,door
the,door,or
door,or,d
or,d,you
d,you,want
you,want,me
want,me,to
me,to,get
to,get,it
get,it,<\s>
<s>,peter,is
peter,is,patsy
is,patsy,a
patsy,a,boy
a,boy,or
boy,or,a
or,a,girl
a,girl,<\s>
<s>,is,jennifer
is,jennifer,a
jennifer,a,boy
a,boy,or
boy,or,a
or,a,girl
a,girl,<\s>
<s>,what's,jennifer
what's,jennifer,<\s>
<s>,shall,i
shall,i,bring
i,bring,jennifer
bring,jennifer,out
jennifer,out,to
out,to,the
to,the,uh
the,uh,living
uh,living,room
living,room,<\s>
<s>,okay,you
okay,you,watch
you,watch,her
watch,her,okay
her,okay,<\s>
<s>,okay,i'll
okay,i'll,put
i'll,put,her
put,her,right
her,right,here
right,here,and
here,and,you
and,you,can
you,can,watch
can,watch,her
watch,her,okay
her,okay,<\s>
<s>,thank_you,<\s>
<s>,i'm,gonna
i'm,gonna,run
gonna,run,down
run,down,to
down,to,the
to,the,store
the,store,xxx
store,xxx,um
xxx,um,do
um,do,you
do,you,want
you,want,the
want,the,air
the,air,conditioning
air,conditioning,on
conditioning,on,<\s>
<s>,no,i
no,i,didn't
i,didn't,xxx
didn't,xxx,<\s>
<s>,what's,this
what's,this,<\s>
<s>,what,<\s>
<s>,well,i
well,i,will
i,will,i'm
will,i'm,gonna
i'm,gonna,put
gonna,put,it
put,it,all
it,all,away
all,away,<\s>
<s>,you're,having
you're,having,fun
having,fun,today
fun,today,<\s>
<s>,i'm,so
i'm,so,glad
so,glad,that
glad,that,makes
that,makes,me
makes,me,happy
me,happy,what's
happy,what's,jennifer
what's,jennifer,doing
jennifer,doing,<\s>
<s>,xxx,bothering
xxx,bothering,her
bothering,her,<\s>
<s>,jennifer,did
jennifer,did,you
did,you,finish
you,finish,your
finish,your,bottle
your,bottle,<\s>
<s>,all_gone,all_gone
all_gone,all_gone,<\s>
<s>,xxx,<\s>
<s>,hi,pete
hi,pete,what
pete,what,ya
what,ya,doing
ya,doing,<\s>
<s>,can,you
can,you,catch
you,catch,it
catch,it,<\s>
<s>,higher,<\s>
<s>,you,want
you,want,me
want,me,to
me,to,throw
to,throw,it
throw,it,higher
it,higher,<\s>
<s>,are,you
are,you,ready
you,ready,<\s>
<s>,well,if
well,if,you're
if,you're,ready
you're,ready,you
ready,you,hafta
you,hafta,look
hafta,look,at
look,at,me
at,me,so
me,so,you
so,you,know
you,know,where
know,where,it's
where,it's,gonna
it's,gonna,land
gonna,land,<\s>
<s>,are,those
are,those,like
those,like,some
like,some,of
some,of,your
of,your,tools
your,tools,<\s>
<s>,you've,got
you've,got,some
got,some,of
some,of,those
of,those,too
those,too,don't
too,don't,you
don't,you,<\s>
<s>,right,there
right,there,in
there,in,front
in,front,of
front,of,you
of,you,<\s>
<s>,on,the
on,the,other
the,other,side
other,side,of
side,of,the
of,the,car
the,car,<\s>
<s>,oh,you're
oh,you're,calling
you're,calling,it
calling,it,tire
it,tire,now
tire,now,<\s>
<s>,remember,you
remember,you,saw
you,saw,pictures
saw,pictures,of
pictures,of,the
of,the,tire
the,tire,in
tire,in,the
in,the,nursery
the,nursery,school
nursery,school,book
school,book,<\s>
<s>,remember,that
remember,that,<\s>
<s>,peter,look
peter,look,<\s>
<s>,see,the
see,the,tires
the,tires,<\s>
<s>,see,the
see,the,tires
the,tires,<\s>
<s>,okay,<\s>
<s>,hm,<\s>
<s>,you,want
you,want,it
want,it,<\s>
<s>,what're,you
what're,you,gonna
you,gonna,do
gonna,do,with
do,with,it
with,it,<\s>
<s>,you're,welcome
you're,welcome,<\s>
<s>,the,girls
the,girls,<\s>
<s>,did,you
did,you,break
you,break,another
break,another,one
another,one,<\s>
<s>,there's,another
there's,another,little
another,little,jennifer
little,jennifer,there's
jennifer,there's,another
there's,another,<\s>
<s>,oh,is
oh,is,that
is,that,jennifer
that,jennifer,<\s>
<s>,she's,all
she's,all,grown
all,grown,up
grown,up,and
up,and,walking
and,walking,your
walking,your,sister
your,sister,doesn't
sister,doesn't,walk
doesn't,walk,<\s>
<s>,your,sister
your,sister,doesn't
sister,doesn't,walk
doesn't,walk,<\s>
<s>,does,jennifer
does,jennifer,walk
jennifer,walk,<\s>
<s>,no,she
no,she,doesn't
she,doesn't,<\s>
<s>,don't,you
don't,you,want
you,want,lois
want,lois,to
lois,to,fix
to,fix,it
fix,it,<\s>
<s>,xxx,<\s>
<s>,those,are
those,are,cute
are,cute,little
cute,little,chairs
little,chairs,<\s>
<s>,what,<\s>
<s>,i,think
i,think,she
think,she,hasta
she,hasta,bend
hasta,bend,she
bend,she,can't
she,can't,sit
can't,sit,down
sit,down,she's
down,she's,straight
she's,straight,<\s>
<s>,can,you
can,you,bend
you,bend,her
bend,her,<\s>
<s>,there,no
there,no,see
no,see,if
see,if,that
if,that,works
that,works,<\s>
<s>,is,she
is,she,gonna
she,gonna,eat
gonna,eat,lunch
eat,lunch,<\s>
<s>,who,do
who,do,you
do,you,wanna
you,wanna,do
wanna,do,that
do,that,<\s>
<s>,who's,that
who's,that,i
that,i,don't
i,don't,know
don't,know,<\s>
<s>,candy,<\s>
<s>,okay,i'll
okay,i'll,give
i'll,give,you
give,you,a
you,a,lifesaver
a,lifesaver,okay
lifesaver,okay,<\s>
<s>,no,not
no,not,now
not,now,honey
now,honey,that's
honey,that's,xxx
that's,xxx,<\s>
<s>,do,you
do,you,want
you,want,a
want,a,lifesaver
a,lifesaver,<\s>
<s>,do,you
do,you,promise
you,promise,me
promise,me,you
me,you,won't
you,won't,spit
won't,spit,it
spit,it,out
it,out,<\s>
<s>,okay,<\s>
<s>,carry,it
carry,it,<\s>
<s>,don't,you
don't,you,think
you,think,she's
think,she's,a
she's,a,little
a,little,short
little,short,to
short,to,ride
to,ride,a
ride,a,bike
a,bike,<\s>
<s>,she'll,just
she'll,just,sit
just,sit,on
sit,on,it
on,it,<\s>
<s>,you,wan
you,wan,sit
wan,sit,on
sit,on,it
on,it,<\s>
<s>,well,two
well,two,people
two,people,can't
people,can't,sit
can't,sit,on
sit,on,it
on,it,the
it,the,same
the,same,time
same,time,you
time,you,can
you,can,why
can,why,don't
why,don't,you
don't,you,stand
you,stand,in
stand,in,the
in,the,back
the,back,<\s>
<s>,stand,on
stand,on,the
on,the,step
the,step,zoom
step,zoom,<\s>
<s>,here,we
here,we,go
we,go,over
go,over,the
over,the,bat
the,bat,byebye
bat,byebye,<\s>
<s>,byebye,<\s>
<s>,around,the
around,the,corner
the,corner,by
corner,by,the
by,the,truck
the,truck,zoom
truck,zoom,zoom
zoom,zoom,zoom
zoom,zoom,how's
zoom,how's,that
how's,that,<\s>
<s>,you,like
you,like,that
like,that,huh
that,huh,<\s>
<s>,let's,try
let's,try,to
try,to,again
to,again,huh
again,huh,<\s>
<s>,back,up
back,up,gonna
up,gonna,make
gonna,make,it
make,it,<\s>
<s>,all,the
all,the,cars
the,cars,keep
cars,keep,gettin
keep,gettin,in
gettin,in,the
in,the,way
the,way,traffic
way,traffic,jam
traffic,jam,<\s>
<s>,forgot,to
forgot,to,fasten
to,fasten,the
fasten,the,seat
the,seat,belt
seat,belt,here
belt,here,we
here,we,go
we,go,<\s>
<s>,zoom,zoom
zoom,zoom,zoom
zoom,zoom,<\s>
<s>,maybe,this
maybe,this,afternoon
this,afternoon,we
afternoon,we,can
we,can,go
can,go,out
go,out,and
out,and,take
and,take,your
take,your,bike
your,bike,out
bike,out,and
out,and,ride
and,ride,on
ride,on,the
on,the,sidewalk
the,sidewalk,would
sidewalk,would,that
would,that,be
that,be,fun
be,fun,<\s>
<s>,i,think
i,think,jennifer
think,jennifer,doesn't
jennifer,doesn't,wanna
doesn't,wanna,ride
wanna,ride,she
ride,she,doesn't
she,doesn't,seem
doesn't,seem,very
seem,very,happy
very,happy,maybe
happy,maybe,it's
maybe,it's,because
it's,because,i
because,i,took
i,took,her
took,her,off
her,off,<\s>
<s>,yeah,why
yeah,why,don't
why,don't,you
don't,you,do
you,do,it
do,it,by
it,by,yourself
by,yourself,<\s>
<s>,it's,a
it's,a,little
a,little,crowded
little,crowded,in
crowded,in,here
in,here,<\s>
<s>,round,the
round,the,track
the,track,<\s>
<s>,you,going
you,going,round
going,round,the
round,the,track
the,track,<\s>
<s>,that's,pretty
that's,pretty,good
pretty,good,<\s>
<s>,crash,crash
crash,crash,crash
crash,crash,crash
crash,crash,you
crash,you,hafta
you,hafta,be
hafta,be,careful
be,careful,you
careful,you,can't
you,can't,run
can't,run,into
run,into,people
into,people,don't
people,don't,wanna
don't,wanna,have
wanna,have,accidents
have,accidents,<\s>
<s>,oh,i
oh,i,think
i,think,that's
think,that's,enough
that's,enough,<\s>
<s>,did,you
did,you,finish
you,finish,it
finish,it,<\s>
<s>,we'll,have
we'll,have,some
have,some,maybe
some,maybe,after
maybe,after,lunch
after,lunch,<\s>
<s>,peter,that's
peter,that's,not
that's,not,very
not,very,nice
very,nice,<\s>
<s>,i,don't
i,don't,think
don't,think,that
think,that,bike
that,bike,should
bike,should,be
should,be,in
be,in,the
in,the,living
the,living,room
living,room,do
room,do,you
do,you,<\s>
<s>,where,should
where,should,the
should,the,bike
the,bike,be
bike,be,<\s>
<s>,let's,not
let's,not,run
not,run,over
run,over,everything
over,everything,the
everything,the,things
the,things,break
things,break,<\s>
<s>,pete,don't
pete,don't,you
don't,you,wan
you,wan,help
wan,help,<\s>
<s>,yyy,<\s>
<s>,okay,<\s>
<s>,don't,start
don't,start,writing
start,writing,<\s>
<s>,what're,you
what're,you,gonna
you,gonna,do
gonna,do,<\s>
<s>,where're,you
where're,you,gonna
you,gonna,go
gonna,go,<\s>
<s>,where,<\s>
<s>,what,happened
what,happened,<\s>
<s>,what're,you
what're,you,gonna
you,gonna,sing
gonna,sing,about
sing,about,<\s>
<s>,about,who
about,who,<\s>
<s>,hm,<\s>
<s>,f,and
f,and,g
and,g,<\s>
<s>,you,mean
you,mean,the
mean,the,alphabet
the,alphabet,<\s>
<s>,are,you
are,you,on
you,on,a
on,a,motor
a,motor,bike
motor,bike,<\s>
<s>,bill,<\s>
<s>,xxx,he
xxx,he,took
he,took,peter
took,peter,for
peter,for,rides
for,rides,xxx
rides,xxx,<\s>
<s>,me,<\s>
<s>,i,wouldn't
i,wouldn't,fit
wouldn't,fit,i'm
fit,i'm,too
i'm,too,big
too,big,<\s>
<s>,you,want
you,want,jenny
want,jenny,<\s>
<s>,well,why
well,why,don't
why,don't,you
don't,you,practice
you,practice,for
practice,for,awhile
for,awhile,and
awhile,and,then
and,then,maybe
then,maybe,later
maybe,later,okay
later,okay,<\s>
<s>,i,didn't
i,didn't,i'm
didn't,i'm,not
i'm,not,touching
not,touching,her
touching,her,<\s>
<s>,jennifer,you
jennifer,you,wan
you,wan,sit
wan,sit,on
sit,on,the
on,the,bike
the,bike,<\s>
<s>,hm,<\s>
<s>,xxx,<\s>
<s>,i,don't
i,don't,think
don't,think,she
think,she,does
she,does,<\s>
<s>,oh,honey
oh,honey,i
honey,i,don't
i,don't,think
don't,think,she
think,she,wants
she,wants,to
wants,to,why
to,why,don't
why,don't,you
don't,you,show
you,show,patsy
show,patsy,how
patsy,how,you
how,you,ride
you,ride,backwards
ride,backwards,<\s>
<s>,f,and
f,and,g
and,g,<\s>
<s>,where,you
where,you,been
you,been,<\s>
<s>,where,were
where,were,you
were,you,<\s>
<s>,i,don't
i,don't,think
don't,think,right
think,right,now
right,now,honey
now,honey,she
honey,she,doesn't
she,doesn't,sound
doesn't,sound,too
sound,too,happy
too,happy,when
happy,when,i
when,i,put
i,put,her
put,her,there
her,there,last
there,last,time
last,time,<\s>
<s>,am,i
am,i,in
i,in,your
in,your,way
your,way,<\s>
<s>,d,you
d,you,want
you,want,me
want,me,to
me,to,move
to,move,<\s>
<s>,what,if
what,if,i
if,i,move
i,move,back
move,back,over
back,over,there
over,there,<\s>
<s>,there,can
there,can,you
can,you,get
you,get,by
get,by,<\s>
<s>,jennifer,sit
jennifer,sit,up
sit,up,sit
up,sit,up
sit,up,<\s>
<s>,keep,your
keep,your,feet
your,feet,out_of
feet,out_of,the
out_of,the,wheels
the,wheels,<\s>
<s>,d,you
d,you,want
you,want,me
want,me,to
me,to,take
to,take,jenny
take,jenny,<\s>
<s>,we'll,put
we'll,put,her
put,her,on
her,on,the
on,the,horse
the,horse,okay
horse,okay,<\s>
<s>,okay,she'll
okay,she'll,sit
she'll,sit,on
sit,on,the
on,the,bike
the,bike,while
bike,while,you're
while,you're,riding
you're,riding,the
riding,the,horse
the,horse,okay
horse,okay,<\s>
<s>,okay,let
okay,let,mommy
let,mommy,take
mommy,take,xxx
take,xxx,off
xxx,off,<\s>
<s>,xxx,right
xxx,right,there
right,there,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,<\s>
<s>,what,truck
what,truck,<\s>
<s>,i,don't
i,don't,see
don't,see,it
see,it,where
it,where,is
where,is,it
is,it,<\s>
<s>,that's,a
that's,a,bike
a,bike,<\s>
<s>,watch,out
watch,out,you
out,you,might
you,might,run
might,run,into
run,into,something
into,something,<\s>
